id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
767623,Dreams of Giverny,Music-Fantasy,en,Dreams of Giverny is a modern day ghost story told through the art of classical ballet and set in the gardens of Impressionist painter Claude Monet in Giverny France. This short tells the tale of a young woman who upon reflection at the beauty of Monet’s water lily pond slips into a daydream where she finds herself wearing pointe shoes and able to dance exquisitely. During this reverie she encounters a ghost like girl who guides her through the gardens encouraging her to express her joy at the wonder of such a place through dance. By the end of their journey we are left to ponder whether this was in fact a dream or a magical ghostly encounter?,0.6,,2017-01-01,0.0,0.0,7.0,Released,,0.0,0.0,Sarah Lamb-Bel Pickering-Allen Christer,garden-ballet-ghost story-claude monet,/b8kO4UCNVCOnHPvcwWUIc0EY6PM.jpg,/iPOhsWOddUIbYHsJ4U7Ljun7lTl.jpg,
795492,One Moment in Time,,en,A docudrama covering the New York drag ball scene in the early 1990s from an insider perspective.,0.6,,1992-02-14,0.0,0.0,20.0,Released,,0.0,0.0,Hector Xtravaganza,,,,
372540,One in a million,,en,Les Naylor just wants to prove that his Dad is One in a Million.,0.6,,2009-02-22,0.0,0.0,6.0,Released,,5.0,1.0,,,/hl76G1ybnxghLKafFjAaivLjQ42.jpg,,
933654,Broncho Billy -- Gun-Man,Western,en,Jack Holmes a squatter and his daughter Margaret settle on land owned by Harry Rawlins. Broncho Billy gunman is engaged by Rawlins to eject the squatter or put him out of the way. Broncho is wounded by a half-breed and Margaret nurses him back to health. The gunman then refuses to turn Holmes out.,0.6,The Essanay Film Manufacturing Company,1914-04-25,0.0,0.0,11.0,Released,,0.0,0.0,Gilbert M. Anderson-Harry Todd-Carl Stockdale-Marguerite Clayton-Emory Johnson-Lee Willard-Jack Woods,,/LvA46SPj6CAyQrwHbTH44HVWso.jpg,,
686628,Firefly,Documentary,xx,In Cuba the flight of fireflies in the night is said to be like a meeting of miniature specters weakened fires or wandering souls. Isabel invokes them and triggers the dance.,0.6,,2019-06-01,0.0,0.0,17.0,Released,,0.0,0.0,,,/6oirvygsXCxjCNPYsaVYVCGt4ze.jpg,,
783463,La ciudad de los sueños,Comedy,es,,0.6,Olimpia Films,1954-10-25,0.0,0.0,0.0,Released,,0.0,0.0,Margarita Andrey-Manuel Arbó-Miguel Arteaga-Rafael Bardem-Xan das Bolas-Consuelo Companys-Mercedes Cora-Abilio Herlander-Delia Luna-Carlos Martínez Baena-José María Mompín-Armando Moreno-Manolo Morán-Carlos Muñoz Arosa-Ángel Picazo-Marta de los Reyes-Julio Riscal-Carmen Sánchez-Julio Torija-Laura Valenzuela-Aníbal Vela,,/8ipnLPnLzQLjzkorqlUapqE04Jo.jpg,,
789960,Nice Baskets,,en,Price created his “Biscotts/Biscuits” series by re-editing the same bits of footage from 13 prints of a 1970s documentary about a nursing home. The film itself is aged worn and faded doubling the existential intensity of its subject while his use of multiple copies generates a brutal Musique concrète through variation and repetition.,0.6,,,0.0,0.0,10.0,Released,,0.0,0.0,,,,,
319917,The Passion of Joshua the Jew,,it,Born in Spain in 1492 at the time all Jews and Muslims were ordered out of the country Joshua (Leonardo Cesare Abude) is declared the next messiah by an elder. Eventually settling in Italy with his family Joshua grows into a man and becomes fascinated with Catholicism much to the dismay of local religious leaders. Pasquale Scimeca's religious drama exploring the nature of prejudice and intolerance also stars Anna Bonaiuto and Toni Bertorelli.,0.6,,2005-09-09,0.0,0.0,0.0,Released,,0.0,0.0,Leonardo Cesare Abude-Vincenzo Albanese-Toni Bertorelli-Anna Bonaiuto-Fulvio Emanuele-Aura Ghezzi-Consuelo Pupo-Marcello Mazzarella-Giordana Moscati-Mario Pupella-Franco Scaldati,,/qk1mF9kJ71Sk1g3UA71CXbJCTmV.jpg,,
933664,Sailing for Tomorrow,,zh,,0.6,,1980-01-01,0.0,0.0,0.0,Released,,0.0,0.0,Chen Ming-Wang Wan-Bin-Su Chu-Ruo-Ian Yang-Ko Chun-Pang-Sung Chung-Fung-Chi Kuang-tsu,,,,
729784,In Utero,Documentary,en,Scientists converge to prove we're not what we think. New data explains why some face challenges from the start while others thrive. Prepare to be surprised intrigued by what the future holds for you your loved ones and the human race.,0.6,MRB Productions,2015-09-01,340000.0,0.0,100.0,Released,,8.0,1.0,,biochemist-womb-epigenetics,/1tnEhgPLIONc1cM2V9NezGH5oJG.jpg,,
797753,"Ninki Nanka, The Prince of Colobane",,wo,In April and May 1991 Djibril Diop Mambéty shot his second—and final—feature Hyenas a free lyrical adaptation of Friedrich Dürrenmatt’s play The Visit which he had been dreaming of bringing to life for years. Rather than taking the making-of approach Ninki Nanka The Prince of Colobane used the filming of Mambéty’s movie which he wrote directed and acted in as a pretext to examine his character. Following him throughout the shoot and also paying visits to his family and childhood friends Laurence Gavron set off on a quest to find the real Djibril—actor author filmmaker brilliant poet rogue and clairvoyant charmer with a big heart—in order to expose the different facets of this generous creative and fiercely committed vagabond spirit.,0.6,,1991-12-31,0.0,0.0,45.0,Released,,0.0,0.0,Djibril Diop Mambéty,,/4Edzez7NdwEkAYTXHOOPRbgAAG.jpg,,
786775,Tears in Rain,,en,A homage to Blade Runner.,0.6,,2017-09-30,0.0,0.0,3.0,Released,,0.0,0.0,,,,,
932280,"Nikos en vrai, à l'ombre des lumières",Documentary,fr,,0.6,ITV Studios France-Kopsalis Prod,2022-02-09,0.0,0.0,0.0,Released,,0.0,0.0,Nikos Aliagas,,/ihASAVIS0WUMCAEEP1o4x66wcsX.jpg,/4W7BRxviWk8e9RRYgPGTS176o2L.jpg,
935835,Melati Van Agam,Drama,id,Norma is a girl who sacrifices her personal happiness out of respect to her parents. Her lover a poor young man named Idrus must let go of Norma when she marries a young wealthy man. Norma and ldrus are finally reunited inside the grave.,0.6,Java Industrial Film,1940-12-21,0.0,0.0,0.0,Released,,0.0,0.0,S Soekarti-AB Rachman-R Abdullah-S Thalib-N Ismail-Rochani-Lena-M. Sani,,/fF6GIvkzA24ukOOLyDKe8dSRNXW.jpg,,
